tile_index,ra,dec
102044824,52.7493332,-27.5
102044824,52.7493332,-27.5
102044825,53.3104963,-27.5
102044825,53.3104963,-27.5
102044825,53.3104963,-27.5
102044825,53.3104963,-27.5
102044826,53.8716594,-27.5
102044826,53.8716594,-27.5
102044826,53.8716594,-27.5
102044826,53.8716594,-27.5
102044827,54.4328225,-27.5
102044827,54.4328225,-27.5
102044827,54.4328225,-27.5
102044827,54.4328225,-27.5
102044828,54.9939856,-27.5
102044828,54.9939856,-27.5
102044828,54.9939856,-27.5
102044828,54.9939856,-27.5
102045463,50.8417175,-27.0
102045463,50.8417175,-27.0
102045463,50.8417175,-27.0
102045463,50.8417175,-27.0
102045464,51.4004177,-27.0
102045464,51.4004177,-27.0
102045464,51.4004177,-27.0
102045464,51.4004177,-27.0
102045465,51.9591179,-27.0
102045465,51.9591179,-27.0
102045465,51.9591179,-27.0
102045465,51.9591179,-27.0
102045466,52.5178181,-27.0
102045466,52.5178181,-27.0
102045466,52.5178181,-27.0
102045466,52.5178181,-27.0
102045467,53.0765183,-27.0
102045467,53.0765183,-27.0
102045467,53.0765183,-27.0
102045467,53.0765183,-27.0
102045468,53.6352185,-27.0
102045468,53.6352185,-27.0
102045468,53.6352185,-27.0
102045468,53.6352185,-27.0
102045469,54.1939187,-27.0
102045469,54.1939187,-27.0
102045469,54.1939187,-27.0
102045469,54.1939187,-27.0
102045470,54.7526189,-27.0
102045470,54.7526189,-27.0
102045470,54.7526189,-27.0
102045470,54.7526189,-27.0
102046108,50.6233883,-26.5
102046108,50.6233883,-26.5
102046108,50.6233883,-26.5
102046108,50.6233883,-26.5
102046109,51.1796893,-26.5
102046109,51.1796893,-26.5
102046109,51.1796893,-26.5
102046109,51.1796893,-26.5
102046110,51.7359902,-26.5
102046110,51.7359902,-26.5
102046110,51.7359902,-26.5
102046110,51.7359902,-26.5
102046111,52.2922912,-26.5
102046111,52.2922912,-26.5
102046111,52.2922912,-26.5
102046111,52.2922912,-26.5
102046112,52.8485922,-26.5
102046112,52.8485922,-26.5
102046112,52.8485922,-26.5
102046112,52.8485922,-26.5
102046113,53.4048931,-26.5
102046113,53.4048931,-26.5
102046113,53.4048931,-26.5
102046113,53.4048931,-26.5
102046114,53.9611941,-26.5
102046114,53.9611941,-26.5
102046114,53.9611941,-26.5
102046114,53.9611941,-26.5
102046115,54.5174951,-26.5
102046115,54.5174951,-26.5
102046115,54.5174951,-26.5
102046115,54.5174951,-26.5
102046759,52.0726416,-26.0
102046759,52.0726416,-26.0
102046759,52.0726416,-26.0
102046759,52.0726416,-26.0
102046760,52.6266058,-26.0
102046760,52.6266058,-26.0
102046760,52.6266058,-26.0
102046760,52.6266058,-26.0
102046761,53.1805701,-26.0
102046761,53.1805701,-26.0
102046761,53.1805701,-26.0
102046761,53.1805701,-26.0
102046762,53.7345344,-26.0
102046762,53.7345344,-26.0
102046762,53.7345344,-26.0
102046762,53.7345344,-26.0
102047412,53.5138291,-25.5
102047412,53.5138291,-25.5
102047412,53.5138291,-25.5
102047412,53.5138291,-25.5
102070144,85.4384678,-9.0
102070144,85.4384678,-9.0
102070144,85.4384678,-9.0
102070144,85.4384678,-9.0
102070145,85.9440209,-9.0
102070145,85.9440209,-9.0
102070145,85.9440209,-9.0
102070145,85.9440209,-9.0
102070857,85.3304299,-8.5
102070857,85.3304299,-8.5
102070857,85.3304299,-8.5
102070857,85.3304299,-8.5
102070858,85.8353437,-8.5
102070858,85.8353437,-8.5
102070858,85.8353437,-8.5
102070858,85.8353437,-8.5
102070859,86.3402575,-8.5
102070859,86.3402575,-8.5
102070859,86.3402575,-8.5
102070859,86.3402575,-8.5
102071570,85.2291472,-8.0
102071570,85.2291472,-8.0
102071570,85.2291472,-8.0
102071570,85.2291472,-8.0
102071571,85.7334616,-8.0
102071571,85.7334616,-8.0
102071571,85.7334616,-8.0
102071571,85.7334616,-8.0
102071572,86.2377761,-8.0
102071572,86.2377761,-8.0
102071572,86.2377761,-8.0
102071572,86.2377761,-8.0
102157301,266.3787101,63.0
102157301,266.3787101,63.0
102157301,266.3787101,63.0
102157301,266.3787101,63.0
102157302,267.4615504,63.0
102157302,267.4615504,63.0
102157302,267.4615504,63.0
102157302,267.4615504,63.0
102157303,268.5443907,63.0
102157303,268.5443907,63.0
102157303,268.5443907,63.0
102157303,268.5443907,63.0
102157629,265.4240564,63.5
102157629,265.4240564,63.5
102157629,265.4240564,63.5
102157629,265.4240564,63.5
102157630,266.525401,63.5
102157630,266.525401,63.5
102157630,266.525401,63.5
102157630,266.525401,63.5
102157631,267.6267456,63.5
102157631,267.6267456,63.5
102157631,267.6267456,63.5
102157631,267.6267456,63.5
