tile_index,ra,dec
102157632,268.7280903,63.5
102157632,268.7280903,63.5
102157632,268.7280903,63.5
102157632,268.7280903,63.5
102157633,269.8294349,63.5
102157633,269.8294349,63.5
102157633,269.8294349,63.5
102157633,269.8294349,63.5
102157634,270.9307795,63.5
102157634,270.9307795,63.5
102157634,270.9307795,63.5
102157634,270.9307795,63.5
102157635,272.0321242,63.5
102157635,272.0321242,63.5
102157635,272.0321242,63.5
102157635,272.0321242,63.5
102157951,264.4566973,64.0
102157951,264.4566973,64.0
102157951,264.4566973,64.0
102157951,264.4566973,64.0
102157952,265.5772765,64.0
102157952,265.5772765,64.0
102157952,265.5772765,64.0
102157952,265.5772765,64.0
102157953,266.6978558,64.0
102157953,266.6978558,64.0
102157953,266.6978558,64.0
102157953,266.6978558,64.0
102157954,267.818435,63.9918
102157954,267.818435,63.9918
102157954,267.818435,63.9918
102157954,267.818435,63.9918
102157955,268.934030082,64.0
102157955,268.934030082,64.0
102157955,268.934030082,64.0
102157955,268.934030082,64.0
102157956,270.0595934,64.0
102157956,270.0595934,64.0
102157956,270.0595934,64.0
102157956,270.0595934,64.0
102157957,271.1801727,64.0
102157957,271.1801727,64.0
102157957,271.1801727,64.0
102157957,271.1801727,64.0
102157958,272.3007519,64.0
102157958,272.3007519,64.0
102157958,272.3007519,64.0
102157958,272.3007519,64.0
102157959,273.4213311,64.0
102157959,273.4213311,64.0
102157959,273.4213311,64.0
102157959,273.4213311,64.0
102157960,274.5419103,64.0
102157960,274.5419103,64.0
102157960,274.5419103,64.0
102157960,274.5419103,64.0
102158268,263.4753698,64.5
102158268,263.4753698,64.5
102158268,263.4753698,64.5
102158268,263.4753698,64.5
102158269,264.6159558,64.5
102158269,264.6159558,64.5
102158269,264.6159558,64.5
102158269,264.6159558,64.5
102158270,265.7565418,64.5
102158270,265.7565418,64.5
102158270,265.7565418,64.5
102158270,265.7565418,64.5
102158271,266.8971278,64.5
102158271,266.8971278,64.5
102158271,266.8971278,64.5
102158271,266.8971278,64.5
102158272,268.0377138,64.5
102158272,268.0377138,64.5
102158272,268.0377138,64.5
102158272,268.0377138,64.5
102158273,269.1782999,64.4938
102158273,269.1782999,64.4938
102158273,269.1782999,64.4938
102158273,269.1782999,64.4938
102158274,270.3188859,64.5
102158274,270.3188859,64.5
102158274,270.3188859,64.5
102158274,270.3188859,64.5
102158275,271.4594719,64.5
102158275,271.4594719,64.5
102158275,271.4594719,64.5
102158275,271.4594719,64.5
102158276,272.6000579,64.5
102158276,272.6000579,64.5
102158276,272.6000579,64.5
102158276,272.6000579,64.5
102158277,273.7406439,64.5
102158277,273.7406439,64.5
102158277,273.7406439,64.5
102158277,273.7406439,64.5
102158278,274.8812299,64.5
102158278,274.8812299,64.5
102158278,274.8812299,64.5
102158278,274.8812299,64.5
102158579,262.4787162,65.0
102158579,262.4787162,65.0
102158579,262.4787162,65.0
102158579,262.4787162,65.0
102158580,263.6401264,65.0
102158580,263.6401264,65.0
102158580,263.6401264,65.0
102158580,263.6401264,65.0
102158581,264.8015367,65.0
102158581,264.8015367,65.0
102158581,264.8015367,65.0
102158581,264.8015367,65.0
102158582,265.9629469,65.0
102158582,265.9629469,65.0
102158582,265.9629469,65.0
102158582,265.9629469,65.0
102158583,267.1243572,65.0
102158583,267.1243572,65.0
102158583,267.1243572,65.0
102158583,267.1243572,65.0
102158584,268.2857674,65.0
102158584,268.2857674,65.0
102158584,268.2857674,65.0
102158584,268.2857674,65.0
102158585,269.4471777,65.0
102158585,269.4471777,65.0
102158585,269.4471777,65.0
102158585,269.4471777,65.0
102158586,270.6085879,65.0
102158586,270.6085879,65.0
102158586,270.6085879,65.0
102158586,270.6085879,65.0
102158587,271.7699982,65.0
102158587,271.7699982,65.0
102158587,271.7699982,65.0
102158587,271.7699982,65.0
102158588,272.9314084,65.0
102158588,272.9314084,65.0
102158588,272.9314084,65.0
102158588,272.9314084,65.0
102158589,274.0928187,65.0
102158589,274.0928187,65.0
102158589,274.0928187,65.0
102158589,274.0928187,65.0
102158590,275.2542289,65.0
102158590,275.2542289,65.0
102158590,275.2542289,65.0
102158590,275.2542289,65.0
102158591,276.4156392,65.0
102158591,276.4156392,65.0
102158591,276.4156392,65.0
102158591,276.4156392,65.0
102158885,262.6483757,65.5
102158885,262.6483757,65.5
102158885,262.6483757,65.5
102158885,262.6483757,65.5
102158886,263.8314765,65.5
102158886,263.8314765,65.5
102158886,263.8314765,65.5
102158886,263.8314765,65.5
102158887,265.0145773,65.5
102158887,265.0145773,65.5
102158887,265.0145773,65.5
102158887,265.0145773,65.5
102158888,266.1976781,65.5
102158888,266.1976781,65.5
102158888,266.1976781,65.5
102158888,266.1976781,65.5
102158889,267.3807789,65.4983
102158889,267.3807789,65.4983
102158889,267.3807789,65.4983
102158889,267.3807789,65.4983
102158890,268.5638797,65.5
102158890,268.5638797,65.5
102158890,268.5638797,65.5
102158890,268.5638797,65.5
102158891,269.7469805,65.4831
102158891,269.7469805,65.4831
102158891,269.7469805,65.4831
102158891,269.7469805,65.4831
102158892,270.9300813,65.5
102158892,270.9300813,65.5
102158892,270.9300813,65.5
102158892,270.9300813,65.5
102158893,272.1131821,65.5
102158893,272.1131821,65.5
102158893,272.1131821,65.5
102158893,272.1131821,65.5
102158894,273.2962829,65.5
102158894,273.2962829,65.5
102158894,273.2962829,65.5
102158894,273.2962829,65.5
102158895,274.4793836,65.5
102158895,274.4793836,65.5
102158895,274.4793836,65.5
102158895,274.4793836,65.5
102158896,275.6624844,65.49535
102158896,275.6624844,65.49535
102158896,275.6624844,65.49535
102158896,275.6624844,65.49535
102158897,276.8455852,65.5008
102158897,276.8455852,65.5008
102158897,276.8455852,65.5008
102158897,276.8455852,65.5008
102159186,262.8448906,66.0
102159186,262.8448906,66.0
102159186,262.8448906,66.0
102159186,262.8448906,66.0
102159187,264.0506011,66.0
102159187,264.0506011,66.0
102159187,264.0506011,66.0
102159187,264.0506011,66.0
102159188,265.2563116,66.0
102159188,265.2563116,66.0
102159188,265.2563116,66.0
102159188,265.2563116,66.0
102159189,266.4620221,66.0
102159189,266.4620221,66.0
102159189,266.4620221,66.0
102159189,266.4620221,66.0
102159190,267.6677326,66.0
102159190,267.6677326,66.0
102159190,267.6677326,66.0
102159190,267.6677326,66.0
102159191,268.8734431,66.0
102159191,268.8734431,66.0
102159191,268.8734431,66.0
102159191,268.8734431,66.0
102159192,270.0791536,66.0
102159192,270.0791536,66.0
102159192,270.0791536,66.0
102159192,270.0791536,66.0
102159193,271.2848642,66.0
102159193,271.2848642,66.0
102159193,271.2848642,66.0
102159193,271.2848642,66.0
102159194,272.4905747,66.0
102159194,272.4905747,66.0
102159194,272.4905747,66.0
102159194,272.4905747,66.0
102159195,273.6962852,66.0
102159195,273.6962852,66.0
102159195,273.6962852,66.0
102159195,273.6962852,66.0
102159196,274.9019957,66.0
102159196,274.9019957,66.0
102159196,274.9019957,66.0
102159196,274.9019957,66.0
102159197,276.1077062,66.0
102159197,276.1077062,66.0
102159197,276.1077062,66.0
102159197,276.1077062,66.0
102159481,263.0694869,66.5
102159481,263.0694869,66.5
102159481,263.0694869,66.5
102159481,263.0694869,66.5
102159482,264.2987836,66.5
102159482,264.2987836,66.5
102159482,264.2987836,66.5
102159482,264.2987836,66.5
102159483,265.5280802,66.5
102159483,265.5280802,66.5
102159483,265.5280802,66.5
102159483,265.5280802,66.5
102159484,266.7573769,66.5
102159484,266.7573769,66.5
102159484,266.7573769,66.5
102159484,266.7573769,66.5
102159485,267.9866736,66.5
102159485,267.9866736,66.5
102159485,267.9866736,66.5
102159485,267.9866736,66.5
102159486,269.2159702,66.5
102159486,269.2159702,66.5
102159486,269.2159702,66.5
102159486,269.2159702,66.5
102159487,270.4452669,66.5
102159487,270.4452669,66.5
102159487,270.4452669,66.5
102159487,270.4452669,66.5
102159488,271.6745636,66.5
102159488,271.6745636,66.5
102159488,271.6745636,66.5
102159488,271.6745636,66.5
102159489,272.9038602,66.5
102159489,272.9038602,66.5
102159489,272.9038602,66.5
102159489,272.9038602,66.5
102159490,274.1331569,66.5
102159490,274.1331569,66.5
102159490,274.1331569,66.5
102159490,274.1331569,66.5
102159491,275.3624536,66.5
102159491,275.3624536,66.5
102159491,275.3624536,66.5
102159491,275.3624536,66.5
102159492,276.5917503,66.5
102159492,276.5917503,66.5
102159492,276.5917503,66.5
102159492,276.5917503,66.5
102159770,263.3234989,67.0
102159770,263.3234989,67.0
102159770,263.3234989,67.0
102159770,263.3234989,67.0
102159771,264.5774203,67.0
102159771,264.5774203,67.0
102159771,264.5774203,67.0
102159771,264.5774203,67.0
102159772,265.8313417,67.0
102159772,265.8313417,67.0
102159772,265.8313417,67.0
102159772,265.8313417,67.0
102159773,267.0852631,67.0
102159773,267.0852631,67.0
102159773,267.0852631,67.0
102159773,267.0852631,67.0
102159774,268.3391846,67.0
102159774,268.3391846,67.0
102159774,268.3391846,67.0
102159774,268.3391846,67.0
102159775,269.593106,67.0
102159775,269.593106,67.0
102159775,269.593106,67.0
102159775,269.593106,67.0
102159776,270.8470274,67.0
102159776,270.8470274,67.0
102159776,270.8470274,67.0
102159776,270.8470274,67.0
102159777,272.1009488,67.0
102159777,272.1009488,67.0
102159777,272.1009488,67.0
102159777,272.1009488,67.0
102159778,273.3548703,67.0
102159778,273.3548703,67.0
102159778,273.3548703,67.0
102159778,273.3548703,67.0
102159779,274.6087917,67.0
102159779,274.6087917,67.0
102159779,274.6087917,67.0
102159779,274.6087917,67.0
102159780,275.8627131,67.0
102159780,275.8627131,67.0
102159780,275.8627131,67.0
102159780,275.8627131,67.0
102159781,277.1166345,67.0
102159781,277.1166345,67.0
102159781,277.1166345,67.0
102159781,277.1166345,67.0
102160054,263.6083805,67.5
102160054,263.6083805,67.5
102160054,263.6083805,67.5
102160054,263.6083805,67.5
102160055,264.8880329,67.5
102160055,264.8880329,67.5
102160055,264.8880329,67.5
102160055,264.8880329,67.5
102160056,266.1676852,67.49705
102160056,266.1676852,67.49705
102160056,266.1676852,67.49705
102160056,266.1676852,67.49705
102160057,267.4473375,67.5
102160057,267.4473375,67.5
102160057,267.4473375,67.5
102160057,267.4473375,67.5
102160058,268.7269899,67.5
102160058,268.7269899,67.5
102160058,268.7269899,67.5
102160058,268.7269899,67.5
102160059,270.0066422,67.5
102160059,270.0066422,67.5
102160059,270.0066422,67.5
102160059,270.0066422,67.5
102160060,271.2862945,67.5
102160060,271.2862945,67.5
102160060,271.2862945,67.5
102160060,271.2862945,67.5
102160061,272.5659468,67.5
102160061,272.5659468,67.5
102160061,272.5659468,67.5
102160061,272.5659468,67.5
102160062,273.8455992,67.5
102160062,273.8455992,67.5
102160062,273.8455992,67.5
102160062,273.8455992,67.5
102160063,275.1252515,67.5
102160063,275.1252515,67.5
102160063,275.1252515,67.5
102160063,275.1252515,67.5
102160064,276.4049038,67.5
102160064,276.4049038,67.5
102160064,276.4049038,67.5
102160064,276.4049038,67.5
102160333,265.2322819,68.0
102160333,265.2322819,68.0
102160333,265.2322819,68.0
102160333,265.2322819,68.0
102160334,266.5388448,68.0
102160334,266.5388448,68.0
102160334,266.5388448,68.0
102160334,266.5388448,68.0
102160335,267.8454078,68.0
102160335,267.8454078,68.0
102160335,267.8454078,68.0
102160335,267.8454078,68.0
102160336,269.1519708,68.0
102160336,269.1519708,68.0
102160336,269.1519708,68.0
102160336,269.1519708,68.0
102160337,270.4585337,68.0
102160337,270.4585337,68.0
102160337,270.4585337,68.0
102160337,270.4585337,68.0
102160338,271.7650967,68.0
102160338,271.7650967,68.0
102160338,271.7650967,68.0
102160338,271.7650967,68.0
102160339,273.0716597,68.0
102160339,273.0716597,68.0
102160339,273.0716597,68.0
102160339,273.0716597,68.0
102160340,274.3782226,68.0
102160340,274.3782226,68.0
102160340,274.3782226,68.0
102160340,274.3782226,68.0
102160341,275.6847856,68.0
102160341,275.6847856,68.0
102160341,275.6847856,68.0
102160341,275.6847856,68.0
102160606,266.9467163,68.5
102160606,266.9467163,68.5
102160606,266.9467163,68.5
102160606,266.9467163,68.5
102160607,268.2814498,68.5
102160607,268.2814498,68.5
102160607,268.2814498,68.5
102160607,268.2814498,68.5
102160608,269.6161834,68.5
102160608,269.6161834,68.5
102160608,269.6161834,68.5
102160608,269.6161834,68.5
102160609,270.950917,68.5
102160609,270.950917,68.5
102160609,270.950917,68.5
102160609,270.950917,68.5
102160610,272.2856506,68.5
102160610,272.2856506,68.5
102160610,272.2856506,68.5
102160610,272.2856506,68.5
102160611,273.6203842,68.5
102160611,273.6203842,68.5
102160611,273.6203842,68.5
102160611,273.6203842,68.5
102160612,275.0158089854,68.5
102160612,275.0158089854,68.5
102160612,275.0158089854,68.5
102160612,275.0158089854,68.5
102160873,268.757627,69.0
102160873,268.757627,69.0
102160873,268.757627,69.0
102160873,268.757627,69.0
102160875,271.4861309,69.0
102160875,271.4861309,69.0
102160875,271.4861309,69.0
102160875,271.4861309,69.0
102160876,272.8503828,69.0
102160876,272.8503828,69.0
102160876,272.8503828,69.0
102160876,272.8503828,69.0
102160877,274.2146347,69.0
102160877,274.2146347,69.0
102160877,274.2146347,69.0
102160877,274.2146347,69.0
